ymdh,rf
2017070101,0
2017070102,0
2017070103,0
2017070104,0
2017070105,0
2017070106,0
2017070107,0
2017070108,0
2017070109,0
2017070110,0
2017070111,0
2017070112,0
2017070113,0
2017070114,0
2017070115,0
2017070116,0
2017070117,0
2017070118,0
2017070119,0
2017070120,0
2017070121,0
2017070122,0
2017070123,0
2017070124,0
2017070201,0
2017070202,0
2017070203,0
2017070204,0
2017070205,0
2017070206,0
2017070207,0
2017070208,0
2017070209,0
2017070210,0
2017070211,0
2017070212,0
2017070213,0
2017070214,0
2017070215,0
2017070216,0
2017070217,0
2017070218,0
2017070219,0
2017070220,0
2017070221,0
2017070222,0
2017070223,0
2017070224,0
2017070301,0
2017070302,0
2017070303,0
2017070304,0
2017070305,0
2017070306,0
2017070307,0
2017070308,0
2017070309,0
2017070310,0
2017070311,0
2017070312,0
2017070313,0
2017070314,0
2017070315,0
2017070316,0
2017070317,0
2017070318,0
2017070319,0
2017070320,0
2017070321,0
2017070322,0
2017070323,0
2017070324,0
2017070401,0
2017070402,0
2017070403,0
2017070404,0
2017070405,0
2017070406,0
2017070407,0
2017070408,0
2017070409,0
2017070410,0
2017070411,0
2017070412,0
2017070413,0
2017070414,0
2017070415,0
2017070416,1
2017070417,0
2017070418,0
2017070419,0
2017070420,1
2017070421,0
2017070422,0
2017070423,0
2017070424,0
2017070501,0
2017070502,0
2017070503,3
2017070504,0
2017070505,0
2017070506,0
2017070507,0
2017070508,0
2017070509,0
2017070510,0
2017070511,0
2017070512,0
2017070513,0
2017070514,0
2017070515,0
2017070516,0
2017070517,0
2017070518,0
2017070519,0
2017070520,0
2017070521,0
2017070522,0
2017070523,0
2017070524,0
2017070601,0
2017070602,0
2017070603,0
2017070604,0
2017070605,0
2017070606,0
2017070607,0
2017070608,0
2017070609,0
2017070610,0
2017070611,0
2017070612,0
2017070613,0
2017070614,0
2017070615,0
2017070616,0
2017070617,2
2017070618,0
2017070619,0
2017070620,0
2017070621,0
2017070622,0
2017070623,0
2017070624,0
2017070701,0
2017070702,0
2017070703,0
2017070704,0
2017070705,0
2017070706,0
2017070707,0
2017070708,0
2017070709,0
2017070710,0
2017070711,0
2017070712,0
2017070713,1
2017070714,0
2017070715,0
2017070716,0
2017070717,0
2017070718,0
2017070719,0
2017070720,0
2017070721,0
2017070722,0
2017070723,0
2017070724,0
2017070801,0
2017070802,0
2017070803,0
2017070804,0
2017070805,0
2017070806,0
2017070807,0
2017070808,0
2017070809,0
2017070810,0
2017070811,5
2017070812,1
2017070813,0
2017070814,0
2017070815,0
2017070816,0
2017070817,0
2017070818,0
2017070819,0
2017070820,0
2017070821,1
2017070822,0
2017070823,0
2017070824,0
2017070901,0
2017070902,0
2017070903,0
2017070904,0
2017070905,0
2017070906,0
2017070907,0
2017070908,0
2017070909,0
2017070910,0
2017070911,0
2017070912,0
2017070913,0
2017070914,0
2017070915,0
2017070916,0
2017070917,0
2017070918,0
2017070919,0
2017070920,0
2017070921,0
2017070922,0
2017070923,0
2017070924,0
2017071001,0
2017071002,0
2017071003,0
2017071004,0
2017071005,0
2017071006,0
2017071007,0
2017071008,0
2017071009,0
2017071010,0
2017071011,0
2017071012,0
2017071013,0
2017071014,0
2017071015,0
2017071016,1
2017071017,0
2017071018,0
2017071019,0
2017071020,0
2017071021,0
2017071022,0
2017071023,0
2017071024,0
2017071101,0
2017071102,0
2017071103,0
2017071104,0
2017071105,0
2017071106,0
2017071107,0
2017071108,0
2017071109,0
2017071110,0
2017071111,0
2017071112,0
2017071113,0
2017071114,0
2017071115,0
2017071116,0
2017071117,0
2017071118,0
2017071119,0
2017071120,0
2017071121,0
2017071122,0
2017071123,0
2017071124,0
2017071201,0
2017071202,0
2017071203,0
2017071204,0
2017071205,0
2017071206,0
2017071207,0
2017071208,0
2017071209,0
2017071210,0
2017071211,0
2017071212,0
2017071213,0
2017071214,0
2017071215,0
2017071216,0
2017071217,0
2017071218,0
2017071219,0
2017071220,0
2017071221,0
2017071222,0
2017071223,0
2017071224,0
2017071301,0
2017071302,0
2017071303,0
2017071304,0
2017071305,0
2017071306,0
2017071307,0
2017071308,0
2017071309,0
2017071310,0
2017071311,0
2017071312,0
2017071313,0
2017071314,0
2017071315,0
2017071316,0
2017071317,0
2017071318,0
2017071319,0
2017071320,0
2017071321,0
2017071322,0
2017071323,0
2017071324,0
2017071401,0
2017071402,0
2017071403,0
2017071404,0
2017071405,0
2017071406,0
2017071407,0
2017071408,0
2017071409,0
2017071410,0
2017071411,0
2017071412,0
2017071413,0
2017071414,0
2017071415,0
2017071416,0
2017071417,0
2017071418,0
2017071419,0
2017071420,0
2017071421,0
2017071422,0
2017071423,0
2017071424,0
2017071501,0
2017071502,0
2017071503,0
2017071504,0
2017071505,0
2017071506,0
2017071507,0
2017071508,0
2017071509,0
2017071510,0
2017071511,0
2017071512,0
2017071513,0
2017071514,0
2017071515,0
2017071516,0
2017071517,0
2017071518,0
2017071519,0
2017071520,0
2017071521,0
2017071522,0
2017071523,0
2017071524,0
2017071601,0
2017071602,0
2017071603,0
2017071604,0
2017071605,0
2017071606,0
2017071607,0
2017071608,0
2017071609,0
2017071610,0
2017071611,0
2017071612,0
2017071613,0
2017071614,0
2017071615,0
2017071616,0
2017071617,0
2017071618,0
2017071619,0
2017071620,0
2017071621,0
2017071622,0
2017071623,0
2017071624,0
2017071701,0
2017071702,0
2017071703,0
2017071704,0
2017071705,0
2017071706,0
2017071707,0
2017071708,0
2017071709,0
2017071710,0
2017071711,0
2017071712,0
2017071713,0
2017071714,0
2017071715,0
2017071716,0
2017071717,0
2017071718,0
2017071719,5
2017071720,0
2017071721,0
2017071722,0
2017071723,0
2017071724,0
2017071801,1
2017071802,0
2017071803,0
2017071804,0
2017071805,0
2017071806,0
2017071807,0
2017071808,0
2017071809,0
2017071810,0
2017071811,0
2017071812,0
2017071813,0
2017071814,0
2017071815,0
2017071816,0
2017071817,0
2017071818,0
2017071819,0
2017071820,0
2017071821,0
2017071822,0
2017071823,0
2017071824,0
2017071901,0
2017071902,0
2017071903,0
2017071904,0
2017071905,0
2017071906,0
2017071907,0
2017071908,0
