ymdh,wl
2020010101,1.25
2020010102,1.26
2020010103,1.26
2020010104,1.26
2020010105,1.26
2020010106,1.26
2020010107,1.26
2020010108,1.26
2020010109,1.27
2020010110,1.27
2020010111,1.27
2020010112,1.28
2020010113,1.28
2020010114,1.29
2020010115,1.28
2020010116,1.28
2020010117,1.27
2020010118,1.28
2020010119,1.26
2020010120,1.26
2020010121,1.27
2020010122,1.28
2020010123,1.27
2020010124,1.25
2020010201,1.25
2020010202,1.26
2020010203,1.27
2020010204,1.28
2020010205,1.28
2020010206,1.27
2020010207,1.27
2020010208,1.28
2020010209,1.29
2020010210,1.29
2020010211,1.29
2020010212,1.30
2020010213,1.31
2020010214,1.31
2020010215,1.30
2020010216,1.28
2020010217,1.30
2020010218,1.31
2020010219,1.30
2020010220,1.30
2020010221,1.29
2020010222,1.29
2020010223,1.30
2020010224,1.30
2020010301,1.30
2020010302,1.30
2020010303,1.30
2020010304,1.30
2020010305,1.30
2020010306,1.30
2020010307,1.29
2020010308,1.29
2020010309,1.29
2020010310,1.29
2020010311,1.29
2020010312,1.29
2020010313,1.31
2020010314,1.31
2020010315,1.31
2020010316,1.31
2020010317,1.30
2020010318,1.28
2020010319,1.29
2020010320,1.29
2020010321,1.29
2020010322,1.29
2020010323,1.29
2020010324,1.29
2020010401,1.29
2020010402,1.29
2020010403,1.29
2020010404,1.29
2020010405,1.29
2020010406,1.28
2020010407,1.28
2020010408,1.28
2020010409,1.28
2020010410,1.28
2020010411,1.30
2020010412,1.30
2020010413,1.30
2020010414,1.30
2020010415,1.30
2020010416,1.29
2020010417,1.29
2020010418,1.29
2020010419,1.28
2020010420,1.29
2020010421,1.28
2020010422,1.28
2020010423,1.27
2020010424,1.25
2020010501,1.25
2020010502,1.26
2020010503,1.26
2020010504,1.26
2020010505,1.25
2020010506,1.24
2020010507,1.25
2020010508,1.25
2020010509,1.25
2020010510,1.25
2020010511,1.24
2020010512,1.27
2020010513,1.28
2020010514,1.28
2020010515,1.28
2020010516,1.27
2020010517,1.26
2020010518,1.27
2020010519,1.26
2020010520,1.26
2020010521,1.26
2020010522,1.28
2020010523,1.28
2020010524,1.27
2020010601,1.26
2020010602,1.26
2020010603,1.26
2020010604,1.27
2020010605,1.26
2020010606,1.26
2020010607,1.26
2020010608,1.26
2020010609,1.26
2020010610,1.25
2020010611,1.26
2020010612,1.27
2020010613,1.28
2020010614,1.28
2020010615,1.27
2020010616,1.25
2020010617,1.25
2020010618,1.26
2020010619,1.26
2020010620,1.26
2020010621,1.25
2020010622,1.23
2020010623,1.25
2020010624,1.26
2020010701,1.26
2020010702,1.26
2020010703,1.24
2020010704,1.25
2020010705,1.27
2020010706,1.28
2020010707,1.28
2020010708,1.27
2020010709,1.26
2020010710,1.28
2020010711,1.29
2020010712,1.29
2020010713,1.28
2020010714,1.28
2020010715,1.30
2020010716,1.30
2020010717,1.29
2020010718,1.29
2020010719,1.30
2020010720,1.32
2020010721,1.35
2020010722,1.39
2020010723,1.39
2020010724,1.33
2020010801,1.24
2020010802,1.21
2020010803,1.24
2020010804,1.28
2020010805,1.27
2020010806,1.25
2020010807,1.21
2020010808,1.22
2020010809,1.32
2020010810,1.37
2020010811,1.32
2020010812,1.26
2020010813,1.22
2020010814,1.19
2020010815,1.16
2020010816,1.20
2020010817,1.24
2020010818,1.24
2020010819,1.23
2020010820,1.25
2020010821,1.31
2020010822,1.36
2020010823,1.38
2020010824,1.38
2020010901,1.37
2020010902,1.30
2020010903,1.28
2020010904,1.27
2020010905,1.27
2020010906,1.27
2020010907,1.28
2020010908,1.31
2020010909,1.37
2020010910,1.42
2020010911,1.40
2020010912,1.36
2020010913,1.31
2020010914,1.28
2020010915,1.25
2020010916,1.23
2020010917,1.20
2020010918,1.18
2020010919,1.22
