ymdh,wl
2015070101,-1.18
2015070102,-1.20
2015070103,-1.26
2015070104,-1.27
2015070105,-1.27
2015070106,-1.28
2015070107,-1.28
2015070108,-1.25
2015070109,-1.23
2015070110,-1.20
2015070111,-1.20
2015070112,-1.23
2015070113,-1.25
2015070114,-1.27
2015070115,-1.27
2015070116,-1.30
2015070117,-1.29
2015070118,-1.28
2015070119,-1.25
2015070120,-1.23
2015070121,-1.20
2015070122,-1.17
2015070123,-1.17
2015070124,-1.15
2015070201,-1.15
2015070202,-1.17
2015070203,-1.20
2015070204,-1.23
2015070205,-1.26
2015070206,-1.26
2015070207,-1.27
2015070208,-1.26
2015070209,-1.14
2015070210,-1.14
2015070211,-1.14
2015070212,-1.14
2015070213,-1.14
2015070214,-1.14
2015070215,-1.14
2015070216,-1.14
2015070217,-1.14
2015070218,-1.14
2015070219,-1.14
2015070220,-1.14
2015070221,-1.15
2015070222,-1.15
2015070223,-1.15
2015070224,-1.16
2015070301,-1.15
2015070302,-1.16
2015070303,-1.17
2015070304,-1.19
2015070305,-1.20
2015070306,-1.20
2015070307,-1.22
2015070308,-1.21
2015070309,-1.21
2015070310,-1.20
2015070311,-1.18
2015070312,-1.16
2015070313,-1.18
2015070314,-1.19
2015070315,-1.21
2015070316,-1.23
2015070317,-1.25
2015070318,-1.27
2015070319,-1.28
2015070320,-1.29
2015070321,-1.27
2015070322,-1.27
2015070323,-1.25
2015070324,-1.25
2015070401,-1.26
2015070402,-1.26
2015070403,-1.25
2015070404,-1.25
2015070405,-1.25
2015070406,-1.25
2015070407,-1.25
2015070408,-1.24
2015070409,-1.24
2015070410,-1.23
2015070411,-1.22
2015070412,-1.21
2015070413,-1.21
2015070414,-1.21
2015070415,-1.21
2015070416,-1.22
2015070417,-1.21
2015070418,-1.22
2015070419,-1.22
2015070420,-1.22
2015070421,-1.21
2015070422,-1.20
2015070423,-1.18
2015070424,-1.17
2015070501,-1.16
2015070502,-1.16
2015070503,-1.19
2015070504,-1.20
2015070505,-1.23
2015070506,-1.25
2015070507,-1.28
2015070508,-1.28
2015070509,-1.30
2015070510,-1.29
2015070511,-1.27
2015070512,-1.27
2015070513,-1.25
2015070514,-1.26
2015070515,-1.27
2015070516,-1.28
2015070517,-1.28
2015070518,-1.29
2015070519,-1.28
2015070520,-1.29
2015070521,-1.28
2015070522,-1.28
2015070523,-1.27
2015070524,-1.26
2015070601,-1.25
2015070602,-1.25
2015070603,-1.25
2015070604,-1.26
2015070605,-1.26
2015070606,-1.25
2015070607,-1.26
2015070608,-1.27
2015070609,-1.28
2015070610,-1.29
2015070611,-1.30
2015070612,-1.18
2015070613,-1.17
2015070614,-1.14
2015070615,-1.19
2015070616,-1.23
2015070617,-1.22
2015070618,-1.29
2015070619,-1.22
2015070620,-1.24
2015070621,-1.24
2015070622,-1.25
2015070623,-1.25
2015070624,-1.24
2015070701,-1.23
2015070702,-1.21
2015070703,-1.22
2015070704,-1.25
2015070705,-1.25
2015070706,-1.26
2015070707,-1.27
2015070708,-1.27
2015070709,-1.29
2015070710,-1.29
2015070711,-1.31
2015070712,-1.30
2015070713,-1.29
2015070714,-1.28
2015070715,-1.26
2015070716,-1.26
2015070717,-1.25
2015070718,-1.25
2015070719,-1.25
2015070720,-1.23
2015070721,-1.21
2015070722,-1.20
2015070723,-1.19
2015070724,-1.17
2015070801,-1.15
2015070802,-1.12
2015070803,-1.11
2015070804,-1.13
2015070805,-1.15
2015070806,-1.20
2015070807,-1.23
