ymdh,wl
2014010101,1.59
2014010102,1.58
2014010103,1.54
2014010104,1.54
2014010105,1.56
2014010106,1.56
2014010107,1.56
2014010108,1.55
2014010109,1.54
2014010110,1.55
2014010111,1.56
2014010112,1.54
2014010113,1.52
2014010114,1.51
2014010115,1.52
2014010116,1.51
2014010117,1.51
2014010118,1.52
2014010119,1.52
2014010120,1.54
2014010121,1.55
2014010122,1.56
2014010123,1.56
2014010124,1.57
2014010201,1.57
2014010202,1.57
2014010203,1.56
2014010204,1.55
2014010205,1.54
2014010206,1.55
2014010207,1.56
2014010208,1.56
2014010209,1.56
2014010210,1.55
2014010211,1.55
2014010212,1.57
2014010213,1.58
2014010214,1.57
2014010215,1.54
2014010216,1.53
2014010217,1.54
2014010218,1.54
2014010219,1.54
2014010220,1.54
2014010221,1.54
2014010222,1.55
2014010223,1.56
2014010224,1.56
2014010301,1.56
2014010302,1.55
2014010303,1.53
2014010304,1.52
2014010305,1.51
2014010306,1.51
2014010307,1.51
2014010308,1.50
2014010309,1.50
2014010310,1.49
2014010311,1.50
2014010312,1.50
2014010313,1.52
2014010314,1.51
2014010315,1.50
2014010316,1.49
2014010317,1.48
2014010318,1.46
2014010319,1.46
2014010320,1.46
2014010321,1.46
2014010322,1.46
2014010323,1.46
2014010324,1.46
2014010401,1.47
2014010402,1.47
2014010403,1.47
2014010404,1.46
2014010405,1.45
2014010406,1.44
2014010407,1.45
2014010408,1.46
2014010409,1.47
2014010410,1.46
2014010411,1.47
2014010412,1.47
2014010413,1.48
2014010414,1.51
2014010415,1.49
2014010416,1.50
2014010417,1.47
2014010418,1.50
2014010419,1.49
2014010420,1.50
2014010421,1.51
2014010422,1.52
2014010423,1.54
2014010424,1.55
2014010501,1.53
2014010502,1.54
2014010503,1.55
2014010504,1.53
2014010505,1.53
2014010506,1.50
2014010507,1.49
2014010508,1.50
2014010509,1.51
2014010510,1.49
2014010511,1.48
2014010512,1.48
2014010513,1.48
2014010514,1.49
2014010515,1.50
2014010516,1.48
2014010517,1.50
2014010518,1.51
2014010519,1.52
2014010520,1.54
2014010521,1.54
2014010522,1.53
2014010523,1.54
2014010524,1.54
2014010601,1.55
2014010602,1.56
2014010603,1.55
2014010604,1.56
2014010605,1.58
2014010606,1.58
2014010607,1.59
2014010608,1.58
2014010609,1.59
2014010610,1.59
2014010611,1.58
2014010612,1.57
2014010613,1.58
2014010614,1.60
2014010615,1.60
2014010616,1.61
2014010617,1.61
2014010618,1.62
2014010619,1.62
2014010620,1.62
2014010621,1.63
2014010622,1.62
2014010623,1.62
2014010624,1.63
2014010701,1.64
2014010702,1.64
2014010703,1.65
2014010704,1.65
2014010705,1.63
2014010706,1.63
2014010707,1.60
2014010708,1.58
2014010709,1.55
2014010710,1.53
2014010711,1.52
2014010712,1.49
2014010713,1.50
2014010714,1.52
2014010715,1.55
2014010716,1.52
2014010717,1.53
2014010718,1.53
2014010719,1.53
2014010720,1.53
2014010721,1.53
2014010722,1.51
2014010723,1.51
2014010724,1.52
2014010801,1.51
2014010802,1.52
2014010803,1.52
2014010804,1.51
2014010805,1.51
2014010806,1.52
2014010807,1.52
2014010808,1.52
2014010809,1.52
2014010810,1.52
2014010811,1.52
2014010812,1.51
2014010813,1.51
2014010814,1.53
2014010815,1.54
2014010816,1.54
2014010817,1.55
2014010818,1.57
2014010819,1.58
2014010820,1.59
2014010821,1.59
2014010822,1.60
2014010823,1.60
2014010824,1.59
2014010901,1.56
2014010902,1.54
2014010903,1.54
2014010904,1.56
2014010905,1.56
2014010906,1.56
2014010907,1.57
2014010908,1.55
2014010909,1.53
2014010910,1.52
2014010911,1.52
2014010912,1.50
2014010913,1.50
2014010914,1.49
2014010915,1.50
2014010916,1.50
2014010917,1.50
2014010918,1.51
2014010919,1.52
2014010920,1.52
2014010921,1.52
2014010922,1.51
2014010923,1.49
2014010924,1.51
2014011001,1.50
2014011002,1.51
2014011003,1.50
