ymdh,rf
2014070101,0
2014070102,0
2014070103,0
2014070104,0
2014070105,0
2014070106,0
2014070107,0
2014070108,0
2014070109,0
2014070110,0
2014070111,0
2014070112,0
2014070113,0
2014070114,0
2014070115,0
2014070116,0
2014070117,0
2014070118,0
2014070119,0
2014070120,0
2014070121,0
2014070122,0
2014070123,0
2014070124,0
2014070201,0
2014070202,0
2014070203,0
2014070204,0
2014070205,0
2014070206,0
2014070207,0
2014070208,0
2014070209,0
2014070210,0
2014070211,0
2014070212,0
2014070213,0
2014070214,0
2014070215,0
2014070216,0
2014070217,0
2014070218,0
2014070219,0
2014070220,0
2014070221,1
2014070222,2
2014070223,1
2014070224,3
2014070301,2
2014070302,3
2014070303,7
2014070304,9
2014070305,6
2014070306,3
2014070307,0
2014070308,0
2014070309,0
2014070310,0
2014070311,0
2014070312,0
2014070313,0
2014070314,0
2014070315,0
2014070316,0
2014070317,0
2014070318,0
2014070319,0
2014070320,0
2014070321,0
2014070322,0
2014070323,0
2014070324,0
2014070401,0
2014070402,0
2014070403,0
2014070404,0
2014070405,0
2014070406,0
2014070407,0
2014070408,0
2014070409,0
2014070410,0
2014070411,0
2014070412,0
2014070413,0
2014070414,0
2014070415,0
2014070416,0
2014070417,0
2014070418,0
2014070419,0
2014070420,0
2014070421,0
2014070422,0
2014070423,0
2014070424,0
2014070501,0
2014070502,0
2014070503,0
2014070504,0
2014070505,0
2014070506,0
2014070507,0
2014070508,0
2014070509,0
2014070510,0
2014070511,0
2014070512,0
2014070513,0
2014070514,0
2014070515,0
2014070516,0
2014070517,0
2014070518,0
2014070519,0
2014070520,0
2014070521,0
2014070522,0
2014070523,0
2014070524,0
2014070601,0
2014070602,0
2014070603,0
2014070604,0
2014070605,0
2014070606,0
2014070607,0
2014070608,0
2014070609,0
2014070610,1
2014070611,0
2014070612,0
2014070613,0
2014070614,1
2014070615,2
2014070616,1
2014070617,1
2014070618,1
2014070619,0
2014070620,0
2014070621,0
2014070622,0
2014070623,0
2014070624,0
2014070701,0
2014070702,0
2014070703,0
2014070704,0
2014070705,0
2014070706,0
2014070707,0
2014070708,0
2014070709,0
2014070710,0
2014070711,0
2014070712,0
2014070713,0
2014070714,0
2014070715,0
2014070716,0
2014070717,0
2014070718,0
2014070719,0
2014070720,0
2014070721,0
2014070722,0
2014070723,0
2014070724,0
2014070801,0
2014070802,0
2014070803,0
2014070804,0
2014070805,0
2014070806,1
2014070807,1
2014070808,0
2014070809,0
2014070810,0
2014070811,5
2014070812,5
2014070813,10
2014070814,0
2014070815,4
2014070816,5
2014070817,0
2014070818,0
2014070819,0
2014070820,0
2014070821,0
2014070822,0
2014070823,0
2014070824,0
2014070901,0
2014070902,0
2014070903,0
2014070904,0
2014070905,0
2014070906,0
2014070907,0
2014070908,0
2014070909,0
2014070910,0
2014070911,0
2014070912,0
2014070913,0
2014070914,0
2014070915,0
2014070916,0
2014070917,1
2014070918,0
2014070919,0
2014070920,0
2014070921,2
2014070922,1
2014070923,0
2014070924,0
2014071001,0
2014071002,0
2014071003,0
2014071004,0
2014071005,0
2014071006,0
2014071007,0
2014071008,0
2014071009,0
2014071010,0
2014071011,0
2014071012,0
2014071013,0
2014071014,0
2014071015,0
2014071016,0
2014071017,0
2014071018,0
2014071019,0
2014071020,0
2014071021,0
2014071022,0
2014071023,0
2014071024,0
2014071101,0
2014071102,0
2014071103,0
2014071104,0
2014071105,0
2014071106,0
2014071107,0
2014071108,0
2014071109,0
2014071110,0
2014071111,0
2014071112,0
2014071113,0
2014071114,0
2014071115,0
2014071116,0
2014071117,0
2014071118,0
2014071119,0
2014071120,0
2014071121,0
2014071122,0
2014071123,0
2014071124,0
2014071201,0
2014071202,0
2014071203,0
2014071204,0
2014071205,0
2014071206,0
2014071207,0
2014071208,0
2014071209,0
2014071210,0
2014071211,0
2014071212,0
2014071213,0
2014071214,0
2014071215,0
2014071216,0
2014071217,0
2014071218,0
2014071219,0
2014071220,0
2014071221,0
2014071222,0
2014071223,0
2014071224,0
2014071301,7
2014071302,9
2014071303,8
2014071304,1
2014071305,1
2014071306,1
2014071307,0
2014071308,0
2014071309,1
2014071310,0
2014071311,0
2014071312,0
2014071313,0
2014071314,0
2014071315,0
2014071316,0
2014071317,0
2014071318,0
2014071319,0
2014071320,0
2014071321,0
2014071322,0
2014071323,0
2014071324,0
2014071401,0
2014071402,0
2014071403,0
2014071404,0
2014071405,0
2014071406,0
2014071407,0
2014071408,0
2014071409,0
2014071410,0
2014071411,0
2014071412,0
2014071413,0
2014071414,0
2014071415,0
2014071416,0
2014071417,0
2014071418,0
2014071419,0
2014071420,0
2014071421,0
2014071422,0
2014071423,0
2014071424,0
2014071501,0
2014071502,0
2014071503,0
2014071504,0
2014071505,0
2014071506,0
2014071507,0
2014071508,0
2014071509,0
2014071510,0
2014071511,0
2014071512,0
2014071513,0
2014071514,0
2014071515,0
2014071516,0
2014071517,0
2014071518,0
2014071519,0
2014071520,1
2014071521,0
2014071522,2
2014071523,4
2014071524,0
2014071601,0
2014071602,1
2014071603,0
2014071604,0
2014071605,0
2014071606,0
2014071607,0
2014071608,0
2014071609,0
2014071610,0
2014071611,0
2014071612,0
2014071613,0
2014071614,0
2014071615,0
2014071616,0
2014071617,0
2014071618,0
2014071619,0
2014071620,0
2014071621,0
2014071622,0
2014071623,0
2014071624,2
2014071701,0
2014071702,0
2014071703,0
2014071704,0
2014071705,0
2014071706,1
