ymdh,wl
2020070101,.36
2020070102,.36
2020070103,.35
2020070104,.35
2020070105,.34
2020070106,.34
2020070107,.34
2020070108,.33
2020070109,.33
2020070110,.33
2020070111,.32
2020070112,.32
2020070113,.32
2020070114,.31
2020070115,.31
2020070116,.31
2020070117,.31
2020070118,.30
2020070119,.30
2020070120,.30
2020070121,.30
2020070122,.29
2020070123,.29
2020070124,.29
2020070201,.29
2020070202,.29
2020070203,.29
2020070204,.29
2020070205,.29
2020070206,.28
2020070207,.28
2020070208,.28
2020070209,.28
2020070210,.28
2020070211,.28
2020070212,.28
2020070213,.28
2020070214,.27
2020070215,.27
2020070216,.27
2020070217,.27
2020070218,.27
2020070219,.27
2020070220,.27
2020070221,.27
2020070222,.27
2020070223,.27
2020070224,.27
2020070301,.27
2020070302,.27
2020070303,.26
2020070304,.26
2020070305,.26
2020070306,.26
2020070307,.26
2020070308,.26
2020070309,.26
2020070310,.26
2020070311,.26
2020070312,.26
2020070313,.26
2020070314,.26
2020070315,.26
2020070316,.25
2020070317,.25
2020070318,.26
2020070319,.29
2020070320,.40
2020070321,.43
2020070322,.40
2020070323,.37
2020070324,.35
2020070401,.33
2020070402,.32
2020070403,.31
2020070404,.30
2020070405,.29
2020070406,.29
2020070407,.29
2020070408,.28
2020070409,.28
2020070410,.28
2020070411,.28
2020070412,.27
2020070413,.27
2020070414,.27
2020070415,.27
2020070416,.27
2020070417,.27
2020070418,.26
2020070419,.26
2020070420,.26
2020070421,.26
2020070422,.26
2020070423,.26
2020070424,.26
2020070501,.26
2020070502,.26
2020070503,.26
2020070504,.26
2020070505,.26
2020070506,.26
2020070507,.25
2020070508,.25
2020070509,.25
2020070510,.25
2020070511,.25
2020070512,.25
2020070513,.25
2020070514,.25
2020070515,.25
2020070516,.25
2020070517,.25
2020070518,.25
2020070519,.25
2020070520,.25
2020070521,.25
2020070522,.25
2020070523,.25
2020070524,.25
2020070601,.25
2020070602,.25
2020070603,.25
2020070604,.24
2020070605,.24
2020070606,.24
2020070607,.24
2020070608,.24
2020070609,.24
2020070610,.24
2020070611,.24
2020070612,.24
2020070613,.24
2020070614,.24
2020070615,.24
2020070616,.24
2020070617,.24
2020070618,.24
2020070619,.24
2020070620,.24
2020070621,.24
2020070622,.24
2020070623,.24
2020070624,.24
2020070701,.24
2020070702,.24
2020070703,.24
2020070704,.24
2020070705,.24
2020070706,.24
2020070707,.24
2020070708,.24
2020070709,.24
2020070710,.24
2020070711,.24
2020070712,.24
2020070713,.24
2020070714,.24
2020070715,.24
2020070716,.24
2020070717,.24
2020070718,.24
2020070719,.24
2020070720,.24
2020070721,.24
2020070722,.24
2020070723,.24
2020070724,.24
2020070801,.24
2020070802,.24
