ymdh,wl
2020010101,.95
2020010102,.95
2020010103,.95
2020010104,.95
2020010105,.95
2020010106,.95
2020010107,.95
2020010108,.95
2020010109,.95
2020010110,.95
2020010111,.95
2020010112,.95
2020010113,.95
2020010114,.95
2020010115,.95
2020010116,.95
2020010117,.95
2020010118,.95
2020010119,.95
2020010120,.95
2020010121,.95
2020010122,.95
2020010123,.95
2020010124,.95
2020010201,.95
2020010202,.95
2020010203,.95
2020010204,.95
2020010205,.95
2020010206,.95
2020010207,.95
2020010208,.95
2020010209,.95
2020010210,.95
2020010211,.95
2020010212,.95
2020010213,.95
2020010214,.97
2020010215,.97
2020010216,.97
2020010217,.97
2020010218,.97
2020010219,.97
2020010220,.97
2020010221,.96
2020010222,.96
2020010223,.96
2020010224,.96
2020010301,.96
2020010302,.96
2020010303,.96
2020010304,.96
2020010305,.96
2020010306,.96
2020010307,.96
2020010308,.96
2020010309,.96
2020010310,.96
2020010311,.96
2020010312,.96
2020010313,.95
2020010314,.97
2020010315,.97
2020010316,.97
2020010317,.97
2020010318,.97
2020010319,.97
2020010320,.97
2020010321,.97
2020010322,.96
2020010323,.96
2020010324,.96
2020010401,.96
2020010402,.96
2020010403,.96
2020010404,.96
2020010405,.96
2020010406,.96
2020010407,.96
2020010408,.96
2020010409,.96
2020010410,.96
2020010411,.96
2020010412,.96
2020010413,.96
2020010414,.96
2020010415,.96
2020010416,.96
2020010417,.95
2020010418,.95
2020010419,.95
2020010420,.95
2020010421,.95
2020010422,.96
2020010423,.95
2020010424,.95
2020010501,.95
2020010502,.95
2020010503,.95
2020010504,.95
2020010505,.95
2020010506,.95
2020010507,.93
2020010508,.93
2020010509,.93
2020010510,.93
2020010511,.93
2020010512,.93
2020010513,.93
2020010514,.95
2020010515,.95
2020010516,.95
2020010517,.95
2020010518,.95
2020010519,.95
2020010520,.95
2020010521,.95
2020010522,.95
2020010523,.95
2020010524,.95
2020010601,.95
2020010602,.95
2020010603,.95
2020010604,.95
2020010605,.95
2020010606,.95
2020010607,.95
2020010608,.95
2020010609,.95
2020010610,.95
2020010611,.95
2020010612,.95
2020010613,.95
2020010614,.95
2020010615,.95
2020010616,.95
2020010617,.95
2020010618,.95
2020010619,.95
2020010620,.95
2020010621,.95
2020010622,.95
2020010623,.95
2020010624,.95
2020010701,.95
2020010702,.95
2020010703,.95
2020010704,.95
2020010705,.95
2020010706,.95
2020010707,.95
2020010708,.95
2020010709,.95
2020010710,.95
2020010711,.97
2020010712,.97
2020010713,.97
2020010714,.99
2020010715,.99
2020010716,.99
2020010717,.99
2020010718,.99
2020010719,.99
2020010720,1.01
2020010721,1.02
2020010722,1.05
2020010723,1.07
2020010724,1.09
2020010801,1.09
2020010802,1.09
2020010803,1.11
2020010804,1.13
2020010805,1.17
2020010806,1.23
