ymdh,wl
2020070101,.09
2020070102,.07
2020070103,.06
2020070104,.05
2020070105,.04
2020070106,.03
2020070107,.02
2020070108,.01
2020070109,.00
2020070110,.00
2020070111,-.01
2020070112,-.02
2020070113,-.02
2020070114,-.02
2020070115,-.02
2020070116,-.03
2020070117,-.03
2020070118,-.03
2020070119,-.04
2020070120,-.04
2020070121,-.04
2020070122,-.04
2020070123,-.05
2020070124,-.05
2020070201,-.05
2020070202,-.06
2020070203,-.06
2020070204,-.06
2020070205,-.06
2020070206,-.07
2020070207,-.07
2020070208,-.07
2020070209,-.07
2020070210,-.08
2020070211,-.08
2020070212,-.08
2020070213,-.08
2020070214,-.08
2020070215,-.09
2020070216,-.09
2020070217,-.09
2020070218,-.09
2020070219,-.09
2020070220,-.09
2020070221,-.09
2020070222,-.09
2020070223,-.09
2020070224,-.09
2020070301,-.10
2020070302,-.10
2020070303,-.10
2020070304,-.10
2020070305,-.10
2020070306,-.10
2020070307,-.10
2020070308,-.10
2020070309,-.10
2020070310,-.10
2020070311,-.10
2020070312,-.11
2020070313,-.11
2020070314,-.11
2020070315,-.11
2020070316,-.11
2020070317,-.11
2020070318,-.11
2020070319,-.11
2020070320,-.11
2020070321,-.11
2020070322,-.11
2020070323,-.11
2020070324,-.11
2020070401,-.11
2020070402,-.11
2020070403,-.11
2020070404,-.11
2020070405,-.08
2020070406,-.06
2020070407,-.05
2020070408,-.05
2020070409,-.05
2020070410,-.05
2020070411,-.05
2020070412,-.06
2020070413,-.06
2020070414,-.07
2020070415,-.08
2020070416,-.08
2020070417,-.08
2020070418,-.09
2020070419,-.09
2020070420,-.09
2020070421,-.09
2020070422,-.10
2020070423,-.10
2020070424,-.10
2020070501,-.10
2020070502,-.10
2020070503,-.10
2020070504,-.10
2020070505,-.10
2020070506,-.10
2020070507,-.10
2020070508,-.10
2020070509,-.10
2020070510,-.10
2020070511,-.11
2020070512,-.11
2020070513,-.11
2020070514,-.11
2020070515,-.11
2020070516,-.11
2020070517,-.11
2020070518,-.11
2020070519,-.11
2020070520,-.11
2020070521,-.11
2020070522,-.11
