ymdh,rf
2020010101,0
2020010102,0
2020010103,0
2020010104,0
2020010105,0
2020010106,0
2020010107,0
2020010108,0
2020010109,0
2020010110,0
2020010111,0
2020010112,0
2020010113,0
2020010114,0
2020010115,0
2020010116,0
2020010117,0
2020010118,0
2020010119,0
2020010120,0
2020010121,0
2020010122,0
2020010123,0
2020010124,0
2020010201,0
2020010202,0
2020010203,0
2020010204,0
2020010205,0
2020010206,0
2020010207,0
2020010208,0
2020010209,0
2020010210,0
2020010211,0
2020010212,0
2020010213,0
2020010214,0
2020010215,0
2020010216,0
2020010217,0
2020010218,0
2020010219,0
2020010220,0
2020010221,0
2020010222,0
2020010223,0
2020010224,0
2020010301,0
2020010302,0
2020010303,0
2020010304,0
2020010305,0
2020010306,0
2020010307,0
2020010308,0
2020010309,0
2020010310,0
2020010311,0
2020010312,0
2020010313,0
2020010314,0
2020010315,0
2020010316,0
2020010317,0
2020010318,0
2020010319,0
2020010320,0
2020010321,0
2020010322,0
2020010323,0
2020010324,0
2020010401,0
2020010402,0
2020010403,0
2020010404,0
2020010405,0
2020010406,0
2020010407,0
2020010408,0
2020010409,0
2020010410,0
2020010411,0
2020010412,0
2020010413,0
2020010414,0
2020010415,0
2020010416,0
2020010417,0
2020010418,0
2020010419,0
2020010420,0
2020010421,0
2020010422,0
2020010423,0
2020010424,0
2020010501,0
2020010502,0
2020010503,0
2020010504,0
2020010505,0
2020010506,0
2020010507,0
2020010508,0
2020010509,0
2020010510,0
2020010511,0
2020010512,0
2020010513,0
2020010514,0
2020010515,0
2020010516,0
2020010517,0
2020010518,0
2020010519,0
2020010520,0
2020010521,0
2020010522,0
2020010523,0
2020010524,0
2020010601,0
2020010602,0
2020010603,0
2020010604,0
2020010605,0
2020010606,0
2020010607,0
2020010608,0
2020010609,0
2020010610,0
2020010611,1
2020010612,0
2020010613,1
2020010614,2
2020010615,1
2020010616,0
2020010617,1
2020010618,1
2020010619,1
2020010620,0
2020010621,1
2020010622,0
2020010623,0
2020010624,1
2020010701,1
2020010702,2
2020010703,2
2020010704,2
2020010705,1
2020010706,1
2020010707,0
2020010708,0
2020010709,0
2020010710,0
2020010711,0
2020010712,0
2020010713,1
2020010714,0
2020010715,0
2020010716,2
2020010717,1
2020010718,0
2020010719,0
2020010720,1
2020010721,1
2020010722,4
2020010723,0
2020010724,0
2020010801,0
2020010802,0
2020010803,0
2020010804,0
2020010805,0
2020010806,0
2020010807,0
2020010808,0
2020010809,0
2020010810,0
2020010811,0
2020010812,0
2020010813,0
2020010814,0
2020010815,0
2020010816,0
2020010817,0
2020010818,0
2020010819,0
2020010820,0
2020010821,0
2020010822,0
2020010823,0
2020010824,0
2020010901,0
2020010902,0
2020010903,0
2020010904,0
2020010905,0
2020010906,0
2020010907,0
2020010908,0
2020010909,0
2020010910,0
2020010911,0
2020010912,0
2020010913,0
2020010914,0
2020010915,0
2020010916,0
2020010917,0
2020010918,0
2020010919,0
