ymdh,rf
2018010101,0
2018010102,0
2018010103,0
2018010104,0
2018010105,0
2018010106,0
2018010107,0
2018010108,0
2018010109,0
2018010110,0
2018010111,0
2018010112,0
2018010113,0
2018010114,0
2018010115,0
2018010116,0
2018010117,0
2018010118,0
2018010119,0
2018010120,0
2018010121,0
2018010122,0
2018010123,0
2018010124,0
2018010201,0
2018010202,0
2018010203,0
2018010204,0
2018010205,0
2018010206,0
2018010207,0
2018010208,0
2018010209,0
2018010210,0
2018010211,0
2018010212,0
2018010213,0
2018010214,0
2018010215,0
2018010216,0
2018010217,0
2018010218,0
2018010219,0
2018010220,0
2018010221,0
2018010222,0
2018010223,0
2018010224,0
2018010301,0
2018010302,0
2018010303,0
2018010304,0
2018010305,0
2018010306,0
2018010307,0
2018010308,0
2018010309,0
2018010310,0
2018010311,0
2018010312,0
2018010313,0
2018010314,0
2018010315,0
2018010316,0
2018010317,0
2018010318,0
2018010319,0
2018010320,0
2018010321,0
2018010322,0
2018010323,0
2018010324,0
2018010401,0
2018010402,0
2018010403,0
2018010404,0
2018010405,0
2018010406,0
2018010407,0
2018010408,0
2018010409,0
2018010410,0
2018010411,0
2018010412,0
2018010413,0
2018010414,0
2018010415,0
2018010416,0
2018010417,0
2018010418,0
2018010419,0
2018010420,0
2018010421,0
2018010422,0
2018010423,0
2018010424,0
2018010501,0
2018010502,0
2018010503,0
2018010504,0
2018010505,0
2018010506,0
2018010507,0
2018010508,0
2018010509,0
2018010510,0
2018010511,0
2018010512,0
2018010513,0
2018010514,0
2018010515,0
2018010516,0
2018010517,0
2018010518,0
2018010519,0
2018010520,0
2018010521,0
2018010522,0
2018010523,0
2018010524,0
2018010601,0
2018010602,0
2018010603,0
2018010604,0
2018010605,0
2018010606,0
2018010607,0
2018010608,0
2018010609,0
2018010610,0
2018010611,0
2018010612,0
2018010613,0
2018010614,0
2018010615,0
2018010616,0
2018010617,0
2018010618,0
2018010619,0
2018010620,0
2018010621,0
2018010622,0
2018010623,0
2018010624,0
2018010701,0
2018010702,0
2018010703,0
2018010704,0
2018010705,0
2018010706,0
2018010707,0
2018010708,0
2018010709,0
2018010710,0
2018010711,0
2018010712,0
2018010713,0
2018010714,0
2018010715,0
2018010716,0
2018010717,0
2018010718,0
2018010719,0
2018010720,0
2018010721,0
2018010722,0
2018010723,0
2018010724,1
2018010801,0
2018010802,0
2018010803,0
2018010804,0
2018010805,0
2018010806,0
2018010807,0
2018010808,1
2018010809,0
2018010810,0
2018010811,1
2018010812,0
2018010813,0
2018010814,0
