ymdh,rf
2019070101,0
2019070102,0
2019070103,0
2019070104,0
2019070105,0
2019070106,0
2019070107,0
2019070108,0
2019070109,0
2019070110,0
2019070111,0
2019070112,0
2019070113,0
2019070114,0
2019070115,0
2019070116,0
2019070117,0
2019070118,0
2019070119,0
2019070120,0
2019070121,0
2019070122,0
2019070123,0
2019070124,0
2019070201,0
2019070202,0
2019070203,0
2019070204,0
2019070205,0
2019070206,0
2019070207,0
2019070208,0
2019070209,0
2019070210,0
2019070211,0
2019070212,0
2019070213,0
2019070214,0
2019070215,0
2019070216,0
2019070217,0
2019070218,0
2019070219,0
2019070220,0
2019070221,0
2019070222,0
2019070223,0
2019070224,0
2019070301,0
2019070302,0
2019070303,0
2019070304,0
2019070305,0
2019070306,0
2019070307,0
2019070308,0
2019070309,0
2019070310,0
2019070311,0
2019070312,0
2019070313,0
2019070314,0
2019070315,0
2019070316,0
2019070317,0
2019070318,0
2019070319,0
2019070320,0
2019070321,0
2019070322,0
2019070323,0
2019070324,0
2019070401,0
2019070402,0
2019070403,0
2019070404,0
2019070405,0
2019070406,0
2019070407,0
2019070408,0
2019070409,0
2019070410,0
2019070411,0
2019070412,0
2019070413,0
2019070414,0
2019070415,0
2019070416,0
2019070417,0
2019070418,0
2019070419,0
2019070420,0
2019070421,0
2019070422,0
2019070423,0
2019070424,0
2019070501,0
2019070502,0
2019070503,0
2019070504,0
2019070505,0
2019070506,0
2019070507,0
2019070508,0
2019070509,0
2019070510,0
2019070511,0
2019070512,0
2019070513,0
2019070514,0
2019070515,0
2019070516,0
2019070517,0
2019070518,0
2019070519,0
2019070520,0
2019070521,0
2019070522,0
2019070523,0
2019070524,0
2019070601,0
2019070602,0
2019070603,0
2019070604,0
2019070605,0
2019070606,0
2019070607,0
2019070608,0
2019070609,0
2019070610,0
2019070611,0
2019070612,0
2019070613,0
2019070614,0
2019070615,0
2019070616,0
2019070617,0
2019070618,0
2019070619,0
2019070620,0
2019070621,0
2019070622,0
