ymdh,wl
2016010101,-1.25
2016010102,-1.25
2016010103,-1.25
2016010104,-1.24
2016010105,-1.24
2016010106,-1.25
2016010107,-1.26
2016010108,-1.26
2016010109,-1.26
2016010110,-1.26
2016010111,-1.27
2016010112,-1.26
2016010113,-1.26
2016010114,-1.29
2016010115,-1.26
2016010116,-1.27
2016010117,-1.26
2016010118,-1.27
2016010119,-1.26
2016010120,-1.25
2016010121,-1.25
2016010122,-1.26
2016010123,-1.26
2016010124,-1.26
2016010201,-1.26
2016010202,-1.26
2016010203,-1.26
2016010204,-1.26
2016010205,-1.26
2016010206,-1.26
2016010207,-1.26
2016010208,-1.26
2016010209,-1.25
2016010210,-1.25
2016010211,-1.25
2016010212,-1.25
2016010213,-1.24
2016010214,-1.24
2016010215,-1.23
2016010216,-1.24
2016010217,-1.23
2016010218,-1.22
2016010219,-1.23
2016010220,-1.23
2016010221,-1.23
2016010222,-1.23
2016010223,-1.23
2016010224,-1.23
2016010301,-1.23
2016010302,-1.23
2016010303,-1.24
2016010304,-1.24
2016010305,-1.24
2016010306,-1.24
2016010307,-1.24
2016010308,-1.24
2016010309,-1.24
2016010310,-1.24
2016010311,-1.22
2016010312,-1.24
2016010313,-1.23
2016010314,-1.22
2016010315,-1.22
2016010316,-1.21
2016010317,-1.21
2016010318,-1.21
2016010319,-1.21
2016010320,-1.21
2016010321,-1.21
2016010322,-1.21
2016010323,-1.21
2016010324,-1.21
2016010401,-1.21
2016010402,-1.22
2016010403,-1.22
2016010404,-1.22
2016010405,-1.23
2016010406,-1.22
2016010407,-1.22
2016010408,-1.22
2016010409,-1.22
2016010410,-1.23
2016010411,-1.23
2016010412,-1.24
2016010413,-1.23
2016010414,-1.24
2016010415,-1.24
2016010416,-1.24
2016010417,-1.23
2016010418,-1.23
2016010419,-1.23
2016010420,-1.23
2016010421,-1.24
2016010422,-1.24
2016010423,-1.24
2016010424,-1.24
2016010501,-1.23
2016010502,-1.23
2016010503,-1.23
2016010504,-1.24
2016010505,-1.24
2016010506,-1.23
2016010507,-1.23
2016010508,-1.24
2016010509,-1.24
2016010510,-1.24
2016010511,-1.24
2016010512,-1.23
2016010513,-1.23
2016010514,-1.23
2016010515,-1.23
2016010516,-1.24
2016010517,-1.23
2016010518,-1.22
2016010519,-1.22
2016010520,-1.22
2016010521,-1.22
2016010522,-1.22
2016010523,-1.21
2016010524,-1.21
2016010601,-1.21
2016010602,-1.21
2016010603,-1.21
2016010604,-1.22
2016010605,-1.22
2016010606,-1.22
2016010607,-1.22
2016010608,-1.22
