ymdh,wl
2017070101,.09
2017070102,.09
2017070103,.09
2017070104,.09
2017070105,.09
2017070106,.09
2017070107,.09
2017070108,.09
2017070109,.09
2017070110,.09
2017070111,.09
2017070112,.09
2017070113,.09
2017070114,.09
2017070115,.09
2017070116,.09
2017070117,.09
2017070118,.09
2017070119,.09
2017070120,.09
2017070121,.09
2017070122,.09
2017070123,.09
2017070124,.09
2017070201,.09
2017070202,.09
2017070203,.09
2017070204,.14
2017070205,.18
2017070206,.27
2017070207,.27
2017070208,.23
2017070209,.19
2017070210,.23
2017070211,.28
2017070212,.30
2017070213,.27
2017070214,.25
2017070215,.26
2017070216,.32
2017070217,.40
2017070218,.53
2017070219,.51
2017070220,.46
2017070221,.44
2017070222,.53
2017070223,.58
2017070224,.76
2017070301,1.00
2017070302,1.18
2017070303,1.11
2017070304,.95
2017070305,.87
2017070306,.82
2017070307,.82
2017070308,.81
2017070309,.77
2017070310,.74
2017070311,.72
2017070312,.70
2017070313,.68
2017070314,.66
2017070315,.65
2017070316,.64
2017070317,.62
2017070318,.62
2017070319,.61
2017070320,.60
2017070321,.65
2017070322,.66
2017070323,.63
2017070324,.63
2017070401,.62
2017070402,.60
2017070403,.60
2017070404,.60
2017070405,.59
2017070406,.58
2017070407,.58
2017070408,.57
2017070409,.57
2017070410,.56
2017070411,.56
2017070412,.55
2017070413,.55
2017070414,.54
2017070415,.54
2017070416,.53
2017070417,.52
2017070418,.51
2017070419,.50
2017070420,.49
2017070421,.47
2017070422,.46
2017070423,.45
2017070424,.44
2017070501,.43
2017070502,.42
2017070503,.42
2017070504,.41
2017070505,.40
2017070506,.40
2017070507,.39
2017070508,.38
2017070509,.38
2017070510,.37
2017070511,.36
2017070512,.36
2017070513,.35
2017070514,.35
2017070515,.34
2017070516,.33
2017070517,.33
2017070518,.32
2017070519,.32
2017070520,.31
2017070521,.31
2017070522,.30
2017070523,.30
2017070524,.29
2017070601,.29
2017070602,.29
2017070603,.28
2017070604,.28
2017070605,.28
2017070606,.27
2017070607,.27
2017070608,.27
2017070609,.27
2017070610,.26
2017070611,.26
2017070612,.25
2017070613,.25
2017070614,.25
2017070615,.25
2017070616,.24
2017070617,.24
2017070618,.23
