ymdh,rf
2020070101,0
2020070102,0
2020070103,0
2020070104,0
2020070105,0
2020070106,0
2020070107,0
2020070108,0
2020070109,0
2020070110,0
2020070111,0
2020070112,0
2020070113,0
2020070114,0
2020070115,0
2020070116,0
2020070117,0
2020070118,0
2020070119,0
2020070120,0
2020070121,0
2020070122,0
2020070123,0
2020070124,0
2020070201,0
2020070202,0
2020070203,0
2020070204,0
2020070205,0
2020070206,0
2020070207,0
2020070208,0
2020070209,0
2020070210,0
2020070211,0
2020070212,0
2020070213,0
2020070214,0
2020070215,0
2020070216,0
2020070217,0
2020070218,0
2020070219,0
2020070220,0
2020070221,0
2020070222,0
2020070223,0
2020070224,0
2020070301,0
2020070302,0
2020070303,0
2020070304,0
2020070305,0
2020070306,0
2020070307,0
2020070308,0
2020070309,0
2020070310,0
2020070311,0
2020070312,0
2020070313,0
2020070314,0
2020070315,0
2020070316,0
2020070317,0
2020070318,0
2020070319,0
2020070320,0
2020070321,0
2020070322,1
2020070323,2
2020070324,0
2020070401,0
2020070402,0
2020070403,0
2020070404,0
2020070405,0
2020070406,0
2020070407,0
2020070408,0
2020070409,0
2020070410,0
2020070411,0
2020070412,0
2020070413,0
2020070414,0
2020070415,0
2020070416,0
2020070417,0
2020070418,0
2020070419,0
2020070420,1
2020070421,0
2020070422,0
2020070423,0
2020070424,0
2020070501,0
2020070502,0
2020070503,0
2020070504,0
2020070505,0
2020070506,0
2020070507,0
2020070508,0
2020070509,0
2020070510,0
2020070511,0
2020070512,0
2020070513,0
2020070514,0
2020070515,0
2020070516,0
2020070517,0
2020070518,0
2020070519,0
2020070520,0
2020070521,0
2020070522,0
2020070523,0
2020070524,0
2020070601,0
2020070602,0
2020070603,0
2020070604,0
2020070605,0
2020070606,0
2020070607,0
2020070608,0
2020070609,0
2020070610,0
2020070611,0
2020070612,0
2020070613,0
2020070614,0
2020070615,0
2020070616,0
2020070617,0
2020070618,0
2020070619,0
2020070620,0
2020070621,0
2020070622,0
2020070623,0
2020070624,0
2020070701,0
2020070702,0
2020070703,0
2020070704,0
2020070705,0
2020070706,0
2020070707,0
2020070708,0
2020070709,0
2020070710,0
2020070711,0
2020070712,0
2020070713,0
2020070714,0
2020070715,0
2020070716,0
2020070717,0
2020070718,0
2020070719,0
2020070720,0
2020070721,0
2020070722,0
2020070723,0
2020070724,0
2020070801,0
2020070802,0
2020070803,0
2020070804,0
2020070805,0
2020070806,0
2020070807,0
2020070808,0
2020070809,0
2020070810,0
2020070811,0
2020070812,0
2020070813,0
2020070814,0
2020070815,0
2020070816,0
2020070817,0
2020070818,0
2020070819,0
2020070820,0
2020070821,0
2020070822,0
2020070823,0
2020070824,0
2020070901,0
2020070902,0
2020070903,0
2020070904,0
2020070905,0
2020070906,0
2020070907,0
2020070908,0
2020070909,0
2020070910,0
2020070911,0
2020070912,0
2020070913,0
2020070914,0
2020070915,0
2020070916,0
2020070917,0
2020070918,0
2020070919,0
2020070920,0
2020070921,0
2020070922,0
2020070923,0
2020070924,0
2020071001,0
2020071002,0
2020071003,0
2020071004,4
2020071005,20
2020071006,9
2020071007,8
2020071008,11
2020071009,6
2020071010,8
2020071011,5
2020071012,2
2020071013,0
2020071014,0
2020071015,0
2020071016,0
2020071017,0
2020071018,0
2020071019,0
2020071020,0
2020071021,0
2020071022,0
2020071023,0
2020071024,0
2020071101,0
2020071102,0
2020071103,0
2020071104,0
2020071105,0
2020071106,0
2020071107,0
2020071108,0
2020071109,0
2020071110,0
2020071111,0
2020071112,0
2020071113,0
2020071114,0
2020071115,0
2020071116,0
2020071117,0
2020071118,0
2020071119,0
2020071120,0
2020071121,0
2020071122,0
2020071123,0
2020071124,0
2020071201,0
2020071202,0
2020071203,0
2020071204,0
2020071205,0
2020071206,0
2020071207,0
2020071208,0
2020071209,0
2020071210,0
2020071211,0
2020071212,0
2020071213,0
2020071214,0
2020071215,0
2020071216,1
2020071217,0
2020071218,2
2020071219,6
2020071220,4
2020071221,4
2020071222,7
2020071223,2
2020071224,4
2020071301,7
2020071302,2
2020071303,2
2020071304,3
2020071305,2
2020071306,4
2020071307,6
2020071308,11
2020071309,8
2020071310,9
2020071311,7
2020071312,3
2020071313,4
2020071314,0
2020071315,0
2020071316,1
2020071317,2
2020071318,0
2020071319,0
2020071320,1
2020071321,0
2020071322,0
2020071323,0
2020071324,0
2020071401,0
2020071402,0
2020071403,0
2020071404,0
2020071405,0
2020071406,0
2020071407,1
2020071408,0
2020071409,0
2020071410,0
2020071411,0
2020071412,0
2020071413,0
2020071414,0
2020071415,0
2020071416,0
2020071417,0
2020071418,0
2020071419,0
2020071420,0
2020071421,0
2020071422,0
2020071423,0
2020071424,0
2020071501,0
2020071502,0
2020071503,0
2020071504,0
2020071505,0
2020071506,0
2020071507,0
2020071508,1
2020071509,1
2020071510,2
2020071511,1
2020071512,0
2020071513,0
2020071514,0
2020071515,0
2020071516,0
2020071517,0
2020071518,0
2020071519,0
2020071520,0
2020071521,0
2020071522,0
2020071523,0
2020071524,0
2020071601,0
2020071602,0
2020071603,0
2020071604,0
2020071605,0
2020071606,0
2020071607,0
2020071608,0
2020071609,0
2020071610,0
2020071611,0
2020071612,0
2020071613,0
2020071614,0
2020071615,0
2020071616,0
2020071617,0
2020071618,0
2020071619,0
2020071620,0
2020071621,0
2020071622,0
2020071623,0
2020071624,0
2020071701,0
2020071702,0
2020071703,0
2020071704,0
2020071705,0
2020071706,0
2020071707,0
2020071708,0
2020071709,0
2020071710,0
2020071711,0
2020071712,0
2020071713,0
2020071714,0
2020071715,0
2020071716,0
2020071717,0
2020071718,0
2020071719,0
2020071720,0
2020071721,0
2020071722,0
2020071723,0
2020071724,0
2020071801,0
2020071802,0
2020071803,0
2020071804,0
2020071805,0
2020071806,0
2020071807,0
2020071808,0
2020071809,0
2020071810,0
2020071811,0
2020071812,0
2020071813,0
2020071814,0
2020071815,0
2020071816,0
2020071817,0
2020071818,0
2020071819,0
2020071820,0
2020071821,0
2020071822,0
2020071823,0
2020071824,0
2020071901,0
2020071902,0
2020071903,0
2020071904,0
2020071905,0
2020071906,0
2020071907,0
2020071908,0
2020071909,0
2020071910,0
2020071911,0
2020071912,1
2020071913,0
2020071914,0
2020071915,0
2020071916,0
2020071917,0
2020071918,0
2020071919,0
2020071920,0
2020071921,0
2020071922,0
2020071923,0
2020071924,0
2020072001,0
2020072002,0
2020072003,0
2020072004,0
2020072005,0
2020072006,0
2020072007,0
2020072008,0
2020072009,0
2020072010,0
2020072011,0
2020072012,0
2020072013,0
2020072014,0
2020072015,0
2020072016,0
2020072017,0
2020072018,0
2020072019,0
2020072020,0
2020072021,0
2020072022,0
2020072023,0
2020072024,0
2020072101,0
2020072102,0
2020072103,1
2020072104,3
2020072105,0
2020072106,0
2020072107,0
2020072108,0
2020072109,0
2020072110,0
2020072111,0
2020072112,0
2020072113,0
2020072114,0
2020072115,0
2020072116,0
2020072117,0
2020072118,0
2020072119,0
2020072120,0
2020072121,0
2020072122,0
2020072123,0
2020072124,0
2020072201,0
2020072202,0
2020072203,8
2020072204,8
2020072205,6
2020072206,9
2020072207,5
2020072208,8
2020072209,2
2020072210,0
2020072211,0
2020072212,0
2020072213,0
2020072214,2
2020072215,4
2020072216,2
2020072217,0
2020072218,1
2020072219,0
2020072220,1
2020072221,0
2020072222,1
2020072223,0
2020072224,0
2020072301,0
2020072302,0
2020072303,0
2020072304,0
2020072305,0
2020072306,0
2020072307,0
2020072308,1
2020072309,0
2020072310,0
2020072311,1
2020072312,0
2020072313,1
2020072314,1
2020072315,1
2020072316,1
2020072317,3
2020072318,1
2020072319,0
2020072320,1
2020072321,6
2020072322,2
2020072323,18
2020072324,5
2020072401,0
2020072402,0
2020072403,0
2020072404,0
2020072405,0
2020072406,0
2020072407,0
2020072408,0
2020072409,0
2020072410,0
2020072411,0
2020072412,0
2020072413,0
2020072414,0
2020072415,0
2020072416,0
2020072417,0
2020072418,0
2020072419,0
2020072420,2
2020072421,1
2020072422,0
2020072423,0
2020072424,1
2020072501,3
2020072502,2
2020072503,1
2020072504,0
2020072505,1
2020072506,0
2020072507,0
2020072508,0
2020072509,0
