ymdh,wl
2019070101,.98
2019070102,.98
2019070103,.98
2019070104,.98
2019070105,.98
2019070106,.98
2019070107,.98
2019070108,.98
2019070109,.98
2019070110,.98
2019070111,.98
2019070112,.98
2019070113,.98
2019070114,.98
2019070115,.98
2019070116,.98
2019070117,.98
2019070118,.98
2019070119,.98
2019070120,.98
2019070121,.98
2019070122,.98
2019070123,.98
2019070124,.98
2019070201,.98
2019070202,.98
2019070203,.98
2019070204,.98
2019070205,.98
2019070206,.98
2019070207,.98
2019070208,.98
2019070209,.98
2019070210,.98
2019070211,.98
2019070212,.98
2019070213,.98
2019070214,.98
2019070215,.98
2019070216,.98
2019070217,.98
2019070218,.98
2019070219,.98
2019070220,.98
2019070221,.98
2019070222,.98
2019070223,.98
2019070224,.98
2019070301,.98
2019070302,.98
2019070303,.98
2019070304,.98
2019070305,.98
2019070306,.98
2019070307,.98
2019070308,.98
2019070309,.98
2019070310,.98
2019070311,.98
2019070312,.98
2019070313,.98
2019070314,.98
2019070315,.98
2019070316,.98
2019070317,.98
2019070318,.98
2019070319,.98
2019070320,.98
2019070321,.98
2019070322,.98
2019070323,.98
2019070324,.98
2019070401,.98
2019070402,.98
2019070403,.98
2019070404,.98
2019070405,.98
2019070406,.98
2019070407,.98
2019070408,.98
2019070409,.98
2019070410,.98
2019070411,.98
2019070412,.98
2019070413,.98
2019070414,.98
2019070415,.98
2019070416,.98
2019070417,.98
2019070418,.98
2019070419,.98
2019070420,.98
2019070421,.98
2019070422,.98
2019070423,.98
2019070424,.98
2019070501,.98
2019070502,.98
2019070503,.98
2019070504,.98
2019070505,.98
2019070506,.98
2019070507,.98
2019070508,.98
2019070509,.98
2019070510,.98
2019070511,.97
2019070512,.97
2019070513,.97
2019070514,.97
2019070515,.97
2019070516,.97
2019070517,.97
2019070518,.97
2019070519,.97
2019070520,.97
2019070521,.97
2019070522,.97
2019070523,.97
2019070524,.97
2019070601,.97
2019070602,.97
2019070603,.97
2019070604,.97
2019070605,.97
2019070606,.97
2019070607,.97
2019070608,.97
2019070609,.97
2019070610,.97
2019070611,.97
2019070612,.97
2019070613,.96
2019070614,.96
2019070615,.96
2019070616,.96
2019070617,.96
2019070618,.96
2019070619,.96
2019070620,.96
2019070621,.96
2019070622,.97
2019070623,.97
2019070624,.97
2019070701,.97
2019070702,.97
2019070703,.97
2019070704,.97
2019070705,.97
2019070706,.97
2019070707,.97
2019070708,.97
2019070709,.97
2019070710,.97
2019070711,.97
2019070712,.96
2019070713,.96
2019070714,.96
2019070715,.96
2019070716,.96
2019070717,.96
2019070718,.96
2019070719,.96
2019070720,.96
2019070721,.96
2019070722,.96
2019070723,.96
2019070724,.96
2019070801,.96
2019070802,.97
2019070803,.97
2019070804,.97
2019070805,.97
2019070806,.97
2019070807,.97
2019070808,.97
2019070809,.97
2019070810,.97
2019070811,.97
2019070812,.97
2019070813,.96
2019070814,.96
2019070815,.96
2019070816,.96
2019070817,.96
2019070818,.96
2019070819,.96
2019070820,.96
2019070821,.96
2019070822,.96
2019070823,.96
2019070824,.97
2019070901,.97
2019070902,.97
2019070903,.97
2019070904,.97
2019070905,.97
2019070906,.97
2019070907,.97
2019070908,.97
2019070909,.97
2019070910,.97
2019070911,.97
2019070912,.97
2019070913,.97
2019070914,.97
2019070915,.97
2019070916,.97
2019070917,.97
2019070918,.97
2019070919,.97
2019070920,.97
2019070921,.97
2019070922,.97
2019070923,.97
2019070924,.97
2019071001,.97
2019071002,.97
2019071003,.97
2019071004,.97
2019071005,.97
2019071006,.97
2019071007,.97
2019071008,.97
2019071009,.97
2019071010,.97
2019071011,.97
2019071012,.97
2019071013,.97
2019071014,.97
2019071015,.97
2019071016,.97
2019071017,.97
2019071018,.97
2019071019,.97
2019071020,.97
