ymdh,rf
2016070101,0
2016070102,0
2016070103,0
2016070104,0
2016070105,0
2016070106,0
2016070107,0
2016070108,0
2016070109,0
2016070110,0
2016070111,0
2016070112,1
2016070113,0
2016070114,3
2016070115,12
2016070116,0
2016070117,2
2016070118,5
2016070119,2
2016070120,0
2016070121,0
2016070122,0
2016070123,0
2016070124,0
2016070201,0
2016070202,1
2016070203,0
2016070204,0
2016070205,0
2016070206,0
2016070207,0
2016070208,0
2016070209,0
2016070210,0
2016070211,0
2016070212,0
2016070213,0
2016070214,0
2016070215,2
2016070216,9
2016070217,6
2016070218,2
2016070219,0
2016070220,1
2016070221,0
2016070222,0
2016070223,0
2016070224,0
2016070301,0
2016070302,0
2016070303,0
2016070304,0
2016070305,0
2016070306,0
2016070307,0
2016070308,0
2016070309,0
2016070310,0
2016070311,1
2016070312,1
2016070313,1
2016070314,3
2016070315,2
2016070316,0
2016070317,1
2016070318,7
2016070319,1
2016070320,1
2016070321,2
2016070322,4
2016070323,1
2016070324,1
2016070401,1
2016070402,0
2016070403,0
2016070404,0
2016070405,0
2016070406,0
2016070407,0
2016070408,0
2016070409,0
2016070410,0
2016070411,0
2016070412,0
2016070413,0
2016070414,0
2016070415,0
2016070416,0
2016070417,0
2016070418,0
2016070419,0
2016070420,0
2016070421,0
2016070422,0
2016070423,0
2016070424,1
2016070501,0
2016070502,0
2016070503,3
2016070504,6
2016070505,0
2016070506,5
2016070507,0
2016070508,0
2016070509,0
2016070510,0
2016070511,0
2016070512,0
2016070513,0
2016070514,0
2016070515,1
2016070516,0
2016070517,0
2016070518,0
2016070519,0
2016070520,0
2016070521,0
2016070522,0
2016070523,0
2016070524,0
2016070601,0
2016070602,0
2016070603,0
2016070604,0
2016070605,0
2016070606,0
2016070607,0
2016070608,0
2016070609,1
2016070610,0
2016070611,0
2016070612,0
2016070613,0
2016070614,0
2016070615,0
2016070616,0
2016070617,0
2016070618,0
2016070619,0
2016070620,0
2016070621,0
2016070622,0
2016070623,0
2016070624,0
2016070701,0
2016070702,0
2016070703,0
2016070704,0
2016070705,0
2016070706,0
2016070707,0
2016070708,0
2016070709,0
2016070710,0
2016070711,0
2016070712,0
2016070713,0
2016070714,0
2016070715,0
2016070716,0
2016070717,0
2016070718,0
2016070719,0
2016070720,0
2016070721,0
2016070722,0
2016070723,0
2016070724,0
2016070801,0
2016070802,0
2016070803,0
2016070804,0
2016070805,0
2016070806,0
2016070807,0
2016070808,0
2016070809,0
2016070810,0
2016070811,0
2016070812,0
2016070813,0
2016070814,0
2016070815,0
2016070816,0
2016070817,0
2016070818,0
2016070819,0
2016070820,0
2016070821,0
2016070822,0
2016070823,0
2016070824,0
2016070901,0
2016070902,0
2016070903,0
2016070904,0
2016070905,0
2016070906,0
2016070907,0
2016070908,0
2016070909,0
2016070910,0
2016070911,0
2016070912,0
2016070913,0
2016070914,0
2016070915,0
2016070916,0
2016070917,0
2016070918,0
2016070919,0
2016070920,0
2016070921,0
2016070922,0
2016070923,0
2016070924,0
2016071001,0
2016071002,0
2016071003,0
2016071004,0
2016071005,0
2016071006,0
2016071007,0
2016071008,0
2016071009,0
2016071010,0
2016071011,0
2016071012,0
2016071013,0
2016071014,0
2016071015,0
2016071016,0
2016071017,0
2016071018,0
2016071019,0
2016071020,0
2016071021,0
2016071022,0
2016071023,0
2016071024,0
2016071101,0
2016071102,0
2016071103,0
2016071104,0
2016071105,0
2016071106,0
2016071107,0
2016071108,0
2016071109,0
2016071110,0
2016071111,0
2016071112,0
2016071113,0
2016071114,0
2016071115,0
2016071116,0
2016071117,0
2016071118,0
2016071119,0
2016071120,0
2016071121,0
2016071122,0
2016071123,0
2016071124,0
2016071201,0
2016071202,0
2016071203,0
2016071204,0
2016071205,0
2016071206,0
2016071207,0
2016071208,0
2016071209,0
2016071210,0
2016071211,0
2016071212,0
2016071213,0
2016071214,0
2016071215,0
2016071216,0
2016071217,0
2016071218,0
2016071219,0
2016071220,0
2016071221,0
2016071222,0
2016071223,1
2016071224,0
2016071301,0
2016071302,0
2016071303,0
2016071304,0
2016071305,0
2016071306,0
2016071307,0
2016071308,0
2016071309,0
2016071310,0
2016071311,0
2016071312,0
2016071313,0
2016071314,0
2016071315,0
2016071316,0
2016071317,0
2016071318,0
2016071319,0
2016071320,0
2016071321,0
2016071322,0
2016071323,0
2016071324,0
2016071401,0
2016071402,0
2016071403,0
2016071404,0
2016071405,0
2016071406,0
2016071407,0
2016071408,0
2016071409,0
2016071410,0
2016071411,0
2016071412,0
2016071413,0
2016071414,0
2016071415,0
2016071416,0
2016071417,0
2016071418,0
2016071419,0
2016071420,0
2016071421,0
2016071422,0
2016071423,0
2016071424,0
2016071501,0
2016071502,0
2016071503,0
2016071504,0
2016071505,0
2016071506,0
2016071507,0
2016071508,0
2016071509,0
2016071510,0
2016071511,0
2016071512,0
2016071513,0
2016071514,0
2016071515,0
2016071516,0
2016071517,0
2016071518,0
2016071519,0
2016071520,0
2016071521,0
2016071522,0
2016071523,0
2016071524,0
2016071601,0
2016071602,0
2016071603,0
2016071604,0
2016071605,0
2016071606,0
2016071607,0
2016071608,0
2016071609,0
2016071610,0
2016071611,0
2016071612,0
2016071613,0
2016071614,0
2016071615,0
2016071616,1
2016071617,1
2016071618,0
2016071619,0
2016071620,0
2016071621,0
2016071622,0
2016071623,0
2016071624,0
2016071701,0
2016071702,0
2016071703,0
2016071704,0
2016071705,0
2016071706,0
2016071707,0
2016071708,0
2016071709,0
2016071710,0
2016071711,0
2016071712,0
2016071713,0
2016071714,0
2016071715,0
2016071716,0
2016071717,0
2016071718,0
2016071719,0
2016071720,0
2016071721,0
2016071722,0
2016071723,0
2016071724,0
2016071801,0
2016071802,0
2016071803,0
2016071804,0
2016071805,0
2016071806,0
2016071807,0
2016071808,0
2016071809,0
2016071810,0
2016071811,0
2016071812,0
2016071813,0
2016071814,0
2016071815,0
2016071816,0
2016071817,0
2016071818,0
2016071819,0
2016071820,0
2016071821,0
2016071822,0
2016071823,0
2016071824,0
2016071901,0
2016071902,0
2016071903,0
2016071904,0
2016071905,0
2016071906,0
2016071907,0
2016071908,0
2016071909,0
2016071910,0
2016071911,0
2016071912,0
2016071913,0
2016071914,0
2016071915,0
2016071916,0
2016071917,0
2016071918,0
2016071919,0
2016071920,0
2016071921,0
2016071922,0
2016071923,0
2016071924,0
2016072001,0
2016072002,0
2016072003,0
2016072004,0
2016072005,0
2016072006,0
2016072007,0
2016072008,0
2016072009,0
2016072010,0
2016072011,0
2016072012,0
2016072013,0
2016072014,0
2016072015,0
2016072016,0
2016072017,0
2016072018,0
2016072019,0
2016072020,0
2016072021,0
2016072022,0
2016072023,0
2016072024,0
2016072101,0
2016072102,0
2016072103,0
2016072104,0
2016072105,0
2016072106,0
2016072107,0
2016072108,0
2016072109,0
2016072110,0
2016072111,0
2016072112,0
2016072113,0
2016072114,0
2016072115,0
2016072116,0
2016072117,0
2016072118,0
2016072119,0
2016072120,0
2016072121,0
2016072122,0
2016072123,0
2016072124,0
2016072201,0
2016072202,0
2016072203,0
2016072204,0
2016072205,0
2016072206,0
