ymdh,rf
2021010101,0
2021010102,0
2021010103,0
2021010104,0
2021010105,0
2021010106,0
2021010107,0
2021010108,0
2021010109,0
2021010110,0
2021010111,0
2021010112,0
2021010113,0
2021010114,0
2021010115,0
2021010116,0
2021010117,0
2021010118,0
2021010119,0
2021010120,0
2021010121,0
2021010122,0
2021010123,0
2021010124,0
2021010201,0
2021010202,0
2021010203,0
2021010204,0
2021010205,0
2021010206,0
2021010207,0
2021010208,0
2021010209,0
2021010210,0
2021010211,0
2021010212,0
2021010213,0
2021010214,0
2021010215,0
2021010216,0
2021010217,0
2021010218,0
2021010219,0
2021010220,0
2021010221,0
2021010222,0
2021010223,0
2021010224,0
2021010301,0
2021010302,0
2021010303,0
2021010304,0
2021010305,0
2021010306,0
2021010307,0
2021010308,0
2021010309,0
2021010310,0
2021010311,0
2021010312,0
2021010313,0
2021010314,0
2021010315,0
2021010316,0
2021010317,0
2021010318,0
2021010319,0
2021010320,0
2021010321,0
2021010322,0
2021010323,0
2021010324,0
2021010401,0
2021010402,0
2021010403,0
2021010404,0
2021010405,0
2021010406,0
2021010407,0
2021010408,0
2021010409,0
2021010410,0
2021010411,0
2021010412,0
2021010413,0
2021010414,0
2021010415,0
2021010416,0
2021010417,0
2021010418,0
2021010419,0
2021010420,0
2021010421,0
2021010422,0
2021010423,0
2021010424,0
2021010501,0
2021010502,0
2021010503,0
2021010504,0
2021010505,0
2021010506,0
2021010507,0
2021010508,0
2021010509,0
2021010510,0
2021010511,0
2021010512,0
2021010513,0
2021010514,0
2021010515,0
2021010516,0
2021010517,0
2021010518,0
2021010519,0
2021010520,0
2021010521,0
2021010522,0
2021010523,0
2021010524,0
2021010601,0
2021010602,0
2021010603,0
2021010604,0
2021010605,0
2021010606,0
2021010607,0
2021010608,0
2021010609,0
2021010610,0
2021010611,0
2021010612,0
2021010613,0
2021010614,0
2021010615,0
2021010616,0
2021010617,0
2021010618,0
2021010619,0
2021010620,0
2021010621,0
2021010622,0
2021010623,0
2021010624,0
2021010701,0
2021010702,0
2021010703,0
2021010704,0
2021010705,0
2021010706,0
2021010707,0
2021010708,0
2021010709,0
2021010710,0
2021010711,0
2021010712,0
2021010713,0
2021010714,0
2021010715,0
2021010716,0
2021010717,0
2021010718,0
2021010719,0
2021010720,0
2021010721,0
2021010722,0
2021010723,0
2021010724,0
2021010801,0
2021010802,0
2021010803,0
2021010804,0
2021010805,0
2021010806,0
2021010807,0
2021010808,0
2021010809,0
2021010810,0
2021010811,0
2021010812,0
2021010813,0
2021010814,0
2021010815,0
2021010816,0
2021010817,0
2021010818,0
2021010819,0
2021010820,0
2021010821,0
2021010822,0
2021010823,0
2021010824,0
2021010901,0
2021010902,0
2021010903,0
2021010904,0
2021010905,0
2021010906,0
2021010907,0
2021010908,0
2021010909,0
2021010910,0
2021010911,0
2021010912,0
2021010913,0
2021010914,0
2021010915,0
2021010916,0
2021010917,0
2021010918,0
2021010919,0
2021010920,0
2021010921,0
2021010922,0
2021010923,0
2021010924,0
2021011001,0
2021011002,0
2021011003,0
2021011004,0
2021011005,0
2021011006,0
2021011007,0
2021011008,0
2021011009,0
2021011010,0
2021011011,0
2021011012,0
2021011013,0
2021011014,0
2021011015,0
2021011016,0
2021011017,0
2021011018,0
2021011019,0
2021011020,0
2021011021,0
2021011022,0
2021011023,0
2021011024,0
2021011101,0
